Record Length,2.500000e+03,,  -0.000025000000,  32.80000,
Sample Interval,2.000000e-08,,  -0.000024980000,  32.80000,
Trigger Point,1.250000000000e+03,,  -0.000024960000,  33.60000,
,,,  -0.000024940000,  33.60000,
,,,  -0.000024920000,  32.80000,
,,,  -0.000024900000,  32.00000,
Source,CH2,,  -0.000024880000,  34.40000,
Vertical Units,V,,  -0.000024860000,  34.40000,
Vertical Scale,2.000000e+01,,  -0.000024840000,  33.60000,
Vertical Offset,-4.000000e+01,,  -0.000024820000,  33.60000,
Horizontal Units,s,,  -0.000024800000,  32.80000,
Horizontal Scale,5.000000e-06,,  -0.000024780000,  34.40000,
Pt Fmt,Y,,  -0.000024760000,  34.40000,
Yzero,0.000000e+00,,  -0.000024740000,  32.80000,
Probe Atten,1.000000e+01,,  -0.000024720000,  33.60000,
Model Number,TDS2022B,,  -0.000024700000,  33.60000,
Serial Number,C040283,,  -0.000024680000,  32.80000,
Firmware Version,FV:v22.16,,  -0.000024660000,  33.60000,
,,,-00.000024640000,  33.60000,
,,,-00.000024620000,  33.60000,
,,,-00.000024600000,  33.60000,
,,,-00.000024580000,  32.80000,
,,,-00.000024560000,  33.60000,
,,,-00.000024540000,  33.60000,
,,,-00.000024520000,  34.40000,
,,,-00.000024500000,  33.60000,
,,,-00.000024480000,  33.60000,
,,,-00.000024460000,  34.40000,
,,,-00.000024440000,  30.40000,
,,,-00.000024420000,  33.60000,
,,,-00.000024400000,  33.60000,
,,,-00.000024380000,  33.60000,
,,,-00.000024360000,  34.40000,
,,,-00.000024340000,  33.60000,
,,,-00.000024320000,  33.60000,
,,,-00.000024300000,  32.80000,
,,,-00.000024280000,  34.40000,
,,,-00.000024260000,  33.60000,
,,,-00.000024240000,  33.60000,
,,,-00.000024220000,  34.40000,
,,,-00.000024200000,  32.80000,
,,,-00.000024180000,  33.60000,
,,,-00.000024160000,  32.80000,
,,,-00.000024140000,  34.40000,
,,,-00.000024120000,  33.60000,
,,,-00.000024100000,  32.80000,
,,,-00.000024080000,  32.80000,
,,,-00.000024060000,  33.60000,
,,,-00.000024040000,  33.60000,
,,,-00.000024020000,  32.80000,
,,,-00.000024000000,  33.60000,
,,,-00.000023980000,  32.80000,
,,,-00.000023960000,  33.60000,
,,,-00.000023940000,  33.60000,
,,,-00.000023920000,  34.40000,
,,,-00.000023900000,  33.60000,
,,,-00.000023880000,  33.60000,
,,,-00.000023860000,  33.60000,
,,,-00.000023840000,  33.60000,
,,,-00.000023820000,  33.60000,
,,,-00.000023800000,  33.60000,
,,,-00.000023780000,  32.80000,
,,,-00.000023760000,  32.80000,
,,,-00.000023740000,  33.60000,
,,,-00.000023720000,  33.60000,
,,,-00.000023700000,  32.80000,
,,,-00.000023680000,  33.60000,
,,,-00.000023660000,  33.60000,
,,,-00.000023640000,  33.60000,
,,,-00.000023620000,  34.40000,
,,,-00.000023600000,  32.80000,
,,,-00.000023580000,  34.40000,
,,,-00.000023560000,  32.00000,
,,,-00.000023540000,  33.60000,
,,,-00.000023520000,  33.60000,
,,,-00.000023500000,  33.60000,
,,,-00.000023480000,  34.40000,
,,,-00.000023460000,  32.80000,
,,,-00.000023440000,  33.60000,
,,,-00.000023420000,  32.80000,
,,,-00.000023400000,  34.40000,
,,,-00.000023380000,  32.80000,
,,,-00.000023360000,  32.80000,
,,,-00.000023340000,  33.60000,
,,,-00.000023320000,  32.80000,
,,,-00.000023300000,  33.60000,
,,,-00.000023280000,  34.40000,
,,,-00.000023260000,  33.60000,
,,,-00.000023240000,  34.40000,
,,,-00.000023220000,  33.60000,
,,,-00.000023200000,  33.60000,
,,,-00.000023180000,  33.60000,
,,,-00.000023160000,  32.80000,
,,,-00.000023140000,  33.60000,
,,,-00.000023120000,  33.60000,
,,,-00.000023100000,  32.80000,
,,,-00.000023080000,  33.60000,
,,,-00.000023060000,  32.00000,
,,,-00.000023040000,  34.40000,
,,,-00.000023020000,  32.80000,
,,,-00.000023000000,  32.80000,
,,,-00.000022980000,  33.60000,
,,,-00.000022960000,  32.80000,
,,,-00.000022940000,  32.80000,
,,,-00.000022920000,  32.80000,
,,,-00.000022900000,  33.60000,
,,,-00.000022880000,  33.60000,
,,,-00.000022860000,  33.60000,
,,,-00.000022840000,  33.60000,
,,,-00.000022820000,  33.60000,
